"","X","sid","age","female","ethnic","married","major","HSalg","HScalc","COalg","COcalc","likeeng","likemath","matheng","extramath","extraeng","prefsub","rd","mv","sonaid","nativea","asian","africana","hispanic","pacifici","white","majortype","vp","mp","corv","gotv","corm","gotm","vt","mt","id","cav","trt"
"202",202,597,19,"Female","White","Single","biological sciences, b.s.","Yes","No","No","Yes","i dislike them a little ","i like them a lot","i like math and statistics best","probably","not likely","3,4,14","rdd","math training",33715,"no","no","no","no","no","yes","math intensive",24,6,0,"no",5,"yes",4,17,597,4,1
"203",203,598,19,"Male","White","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","maybe","2 11 14","rdd","math training",33718,"no","no","no","no","no","yes","unknown",21,7,0,"no",5,"yes",6,16,598,1,1
"204",204,599,18,"Female","Asian","Single","biological sciences, b.s.","Yes","No","No","No","i like them a little","i like them a little","i like composition and literature best","maybe","probably","2 3 8","rdd","vocab training",33973,"no","yes","no","no","no","no","math intensive",14,8,31,"yes",0,"no",15,14,599,-6,0
"205",205,606,19,"Female","Asian","Single","biological sciences, b.s.","Yes","Yes","Yes","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","maybe","11 14 15","rdd","math training",33925,"no","yes","no","no","no","no","math intensive",20,9,0,"no",5,"yes",10,18,606,0,1
"206",206,607,19,"Female","Hisp","Single","undecided","Yes","No","No","Yes","i niether like nor dislike them","i dislike them a little","i like composition and literature best","certainly not","certainly not","4","rdd","vocab training",33436,"no","no","no","yes","no","no","unknown",7,3,31,"yes",0,"no",7,14,607,-13,1
"207",207,609,18,"Female","Black","Single","psychology, b.a.","Yes","Yes","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","maybe","maybe","2 11 15","rdd","math training",33631,"no","no","yes","no","no","no","english intensive",23,9,0,"no",5,"yes",8,14,609,3,1
"208",208,611,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","not really","not likely","8 14 15","rdd","math training",32920,"no","no","no","yes","no","no","english intensive",20,2,0,"no",2,"yes",9,6,611,0,1
"209",209,612,18,"Male","Other","Single","psychology, b.a.","No","Yes","No","No","i niether like nor dislike them","i dislike them a lot","i like math/statistics and composition/literature equally well","certainly not","certainly not","2 8 14","rdd","vocab training",33481,"no","no","no","no","no","no","english intensive",14,3,31,"yes",0,"no",5,12,612,-6,1
"210",210,613,20,"Male","Other","Single","biological sciences, b.s.","Yes","No","Yes","Yes","i niether like nor dislike them","i niether like nor dislike them","i like math and statistics best","probably","not likely","3,12,1","rdd","math training",33970,"no","no","no","no","yes","no","math intensive",24,13,0,"no",1,"yes",10,8,613,4,1
"211",211,614,18,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","probably","1 2 8 10 1","rdd","vocab training",33757,"no","no","no","no","no","yes","english intensive",19,4,31,"yes",0,"no",10,15,614,-1,1
"212",212,616,18,"Male","White","Single","chemical sciences,  b.s. ","Yes","Yes","No","Yes","i like them a lot","i like them a lot","i like composition and literature best","definitely","not likely","3 4 5 8 9","rdd","math training",33354,"no","no","no","no","no","yes","math intensive",25,11,0,"no",5,"yes",7,6,616,5,1
"213",213,617,19,"Female","White","Single","undecided","No","No","No","Yes","i dislike them a lot","i like them a lot","i like math and statistics best","definitely","certainly not","2 10","rdd","vocab training",33844,"no","no","no","no","no","yes","unknown",5,7,31,"yes",0,"no",11,18,617,-15,0
"214",214,618,19,"Female","White","Single","management, b.s.","Yes","No","No","Yes","i like them a lot","i like them a little","i like composition and literature best","probably","probably","7 8 11","rdd","vocab training",33466,"no","no","no","no","no","yes","english intensive",19,6,31,"yes",0,"no",16,12,618,-1,0
"215",215,620,18,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i like them a lot","i like composition and literature best","probably","defintely","14, 2, 6","rdd","math training",33808,"no","no","no","no","no","yes","english intensive",23,9,0,"no",4,"yes",8,12,620,3,1
"216",216,621,20,"Male","Other","Single","bioengineering, b.s.","Yes","Yes","No","Yes","i dislike them a lot","i like them a little","i like math and statistics best","maybe","certainly not","2 8 10","rdd","math training",33859,"no","no","no","no","no","no","math intensive",23,9,0,"no",4,"yes",13,17,621,3,1
"217",217,622,18,"Female","Other","Single","psychology, b.a.","Yes","Yes","No","No","i niether like nor dislike them","i like them a little","i like math and statistics best","definitely","not likely","7 11 14","rdd","vocab training",33538,"no","no","no","no","yes","no","english intensive",16,7,31,"yes",0,"no",13,15,622,-4,0
"218",218,623,18,"Female","Asian","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","not really","not likely","2 14 15","rdd","vocab training",33439,"no","yes","no","no","no","no","english intensive",17,6,31,"yes",0,"no",6,4,623,-3,0
"219",219,624,18,"Female","Asian","Single","biological sciences, b.s.","Yes","Yes","Yes","Yes","i like them a little","i like them a little","i like math and statistics best","maybe","probably","3, 10, 14,","rdd","math training",33697,"no","yes","no","no","no","no","math intensive",24,9,0,"no",4,"yes",10,18,624,4,1
"220",220,625,19,"Male","Hisp","Single","undecided","Yes","Yes","No","Yes","i niether like nor dislike them","i like them a little","i like math and statistics best","probably","not likely","3 6 14","rdd","vocab training",33901,"no","no","no","yes","no","no","unknown",7,7,31,"yes",0,"no",7,16,625,-13,0
"221",221,627,18,"Female","Hisp","Single","other","Yes","No","No","No","i like them a lot","i dislike them a little","i like composition and literature best","maybe","probably","8 11 1","rdd","math training",33883,"no","no","no","yes","no","no","unknown",25,6,0,"no",5,"yes",10,13,627,5,1
"222",222,628,19,"Female","Asian","Single","biological sciences, b.s.","Yes","No","Yes","Yes","i dislike them a little ","i like them a little","i like math and statistics best","not really","certainly not","3 2 12","rdd","vocab training",NA,"no","yes","no","no","no","no","math intensive",18,3,0,"no",0,"no",0,0,628,-2,1
"223",223,629,18,"Female","Asian","Single","undecided","Yes","Yes","No","Yes","i like them a little","i like them a lot","i like math and statistics best","maybe","not likely","9 12 14","rdd","vocab training",33685,"no","yes","no","no","no","no","unknown",19,9,31,"yes",0,"no",11,18,629,-1,0
"224",224,631,21,"Female","Asian","Single","chemical sciences,  b.s. ","Yes","No","No","Yes","i like them a lot","i like them a lot","i like math and statistics best","maybe","maybe","2 4 5","rdd","vocab training",33535,"no","yes","no","no","no","no","math intensive",15,8,31,"yes",0,"no",8,18,631,-5,0
"225",225,633,18,"Female","Black","Single","undecided","Yes","No","No","Yes","i like them a little","i like them a little","i like math and statistics best","maybe","not likely","3 8","rdd","math training",33661,"no","no","yes","no","no","no","unknown",26,9,0,"no",5,"yes",4,18,633,6,1
"226",226,635,21,"Female","White","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","maybe","2 6 14","rdd","math training",33985,"no","no","no","no","no","yes","math intensive",22,5,0,"no",5,"yes",4,16,635,2,1
"227",227,636,18,"Female","Hisp","Single","biological sciences, b.s.","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","maybe","not likely","1 2 3 4 8","rdd","math training",34090,"no","no","no","yes","no","no","math intensive",23,9,0,"no",5,"yes",7,17,636,3,1
"228",228,641,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i niether like nor dislike them","i like composition and literature best","not really","maybe","2 7 14","rdd","vocab training",33598,"no","no","no","yes","no","no","english intensive",19,8,31,"yes",0,"no",11,12,641,-1,0
"229",229,642,18,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i like them a lot","i like math/statistics and composition/literature equally well","maybe","maybe","3 13 14","rdd","math training",33910,"no","no","no","no","no","yes","english intensive",29,6,0,"no",4,"yes",6,12,642,9,1
"230",230,643,20,"Male","Asian","Single","biological sciences, b.s.","Yes","Yes","Yes","Yes","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","probably","maybe","3 4 6 12 1","rdd","math training",30841,"no","yes","no","no","no","no","math intensive",26,8,0,"no",5,"yes",10,16,643,6,1
"231",231,644,18,"Male","Other","Single","undecided","Yes","No","No","No","i like them a little","i dislike them a little","i like math/statistics and composition/literature equally well","not really","maybe","8 12 15","rdd","math training",33355,"no","no","no","no","no","no","unknown",25,8,0,"no",5,"yes",8,14,644,5,1
"232",232,647,18,"Female","White","Single","undecided","Yes","Yes","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","not likely","7, 8, 14","rdd","math training",34171,"no","no","no","no","no","yes","unknown",21,9,0,"no",4,"yes",4,14,647,1,1
"233",233,648,19,"Female","White","Single","biological sciences, b.s.","Yes","No","No","Yes","i like them a little","i like them a little","i like math and statistics best","maybe","maybe","4 3 10","rdd","vocab training",34261,"no","no","no","no","no","yes","math intensive",19,8,31,"yes",0,"no",10,14,648,-1,0
"234",234,649,19,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i niether like nor dislike them","i dislike them a lot","i like composition and literature best","certainly not","maybe","2,8,14","rdd","math training",33979,"no","no","no","yes","no","no","english intensive",24,6,0,"no",4,"yes",6,16,649,4,1
"235",235,651,18,"Female","Hisp","Single","management, b.s.","Yes","Yes","No","No","i dislike them a little ","i like them a lot","i like math and statistics best","maybe","not likely","5 8","rdd","math training",34033,"no","no","no","yes","no","no","english intensive",22,8,0,"no",4,"yes",6,13,651,2,1
"236",236,652,18,"Male","Hisp","Single","psychology, b.a.","Yes","No","No","Yes","i like them a little","i dislike them a lot","i like composition and literature best","not really","not likely","8 15 14","rdd","math training",33691,"no","no","no","yes","no","no","english intensive",20,9,0,"no",5,"yes",10,8,652,0,1
"237",237,653,19,"Male","White","Single","applied math sciences, b.s.","Yes","Yes","No","Yes","i like them a lot","i like them a lot","i like math/statistics and composition/literature equally well","definitely","defintely","11","rdd","math training",34231,"no","no","no","no","no","yes","math intensive",25,13,0,"no",5,"yes",12,15,653,5,1
"238",238,657,21,"Male","Asian","Single","congnitive sciences, b.s./b.a.","Yes","No","No","Yes","i niether like nor dislike them","i like them a little","i like math/statistics and composition/literature equally well","certainly not","not likely","3 10 14","rdd","math training",31501,"no","yes","no","no","no","no","english intensive",20,9,0,"no",5,"yes",10,12,657,0,1
"239",239,658,18,"Male","Asian","Married","psychology, b.a.","Yes","No","No","No","i like them a lot","i like them a little","i like composition and literature best","not really","probably","2 9 13","rdd","math training",33421,"no","yes","no","no","no","no","english intensive",21,6,0,"no",5,"yes",9,12,658,1,1
"240",240,659,18,"Male","Asian","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","maybe","maybe","12 14 15","rdd","math training",33394,"no","yes","no","no","no","no","english intensive",23,10,0,"no",2,"yes",7,4,659,3,1
"241",241,663,20,"Female","Hisp","Single","management, b.s.","Yes","Yes","No","Yes","i niether like nor dislike them","i dislike them a little","i like composition and literature best","not really","not likely","7","rdd","math training",31309,"no","no","no","yes","no","no","english intensive",20,4,0,"no",3,"yes",5,4,663,0,1
"242",242,665,18,"Female","Black","Single","management, b.s.","Yes","No","No","No","i dislike them a little ","i dislike them a lot","i like math/statistics and composition/literature equally well","certainly not","certainly not","6 14 15","rdd","vocab training",NA,"no","no","yes","no","no","no","english intensive",14,4,31,"yes",0,"no",0,0,665,-6,1
"243",243,666,21,"Female","Hisp","Single","psychology, b.a.","Yes","Yes","No","No","i niether like nor dislike them","i like them a little","i like math and statistics best","not really","maybe","2 14","rdd","vocab training",32173,"no","no","no","yes","no","no","english intensive",14,4,31,"yes",0,"no",4,11,666,-6,1
"244",244,667,21,"Male","White","Single","management, b.s.","Yes","Yes","No","Yes","i like them a lot","i like them a lot","i like math and statistics best","certainly not","probably","7 14 15 13","rdd","math training",33181,"no","no","no","no","no","yes","english intensive",27,9,0,"no",4,"yes",9,11,667,7,1
"245",245,668,18,"Female","Asian","Single","economics, b.a. ","Yes","Yes","No","Yes","i niether like nor dislike them","i like them a little","i like math and statistics best","maybe","certainly not","2 8 9","rdd","vocab training",33511,"no","yes","no","no","no","no","math intensive",14,12,31,"yes",0,"no",8,19,668,-6,0
"246",246,669,18,"Male","White","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","maybe","maybe","6 10 13","rdd","math training",33559,"no","no","no","no","no","yes","english intensive",21,9,0,"no",5,"yes",10,16,669,1,1
"247",247,670,18,"Female","Asian","Single","undecided","Yes","No","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","not really","probably","2 3 14","rdd","math training",34003,"no","yes","no","no","no","no","unknown",23,2,0,"no",4,"yes",9,9,670,3,1
"248",248,671,19,"Female","Other","Single","biological sciences, b.s.","Yes","No","No","No","i like them a little","i like them a lot","i like math and statistics best","certainly not","certainly not","3","rdd","math training",34294,"no","no","no","no","no","no","math intensive",20,5,0,"no",4,"yes",5,14,671,0,1
"249",249,672,20,"Female","White","Single","congnitive sciences, b.s./b.a.","Yes","No","Yes","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","not really","probably","3 4 15","rdd","math training",33781,"no","no","no","no","no","yes","english intensive",24,4,0,"no",1,"yes",7,7,672,4,1
"250",250,673,20,"Male","White","Single","computer science/engineering, b.s. ","Yes","Yes","No","Yes","i dislike them a little ","i like them a lot","i like math and statistics best","not really","certainly not","5 12 3","rdd","math training",33919,"no","no","no","no","no","yes","math intensive",27,11,0,"no",5,"yes",6,16,673,7,1
"251",251,674,20,"Male","White","Single","computer science/engineering, b.s. ","Yes","Yes","No","Yes","i like them a little","i like them a little","i like math and statistics best","maybe","not likely","5 7 6","rdd","vocab training",34153,"no","no","no","no","no","yes","math intensive",18,7,31,"yes",0,"no",7,10,674,-2,0
"252",252,676,18,"Male","White","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i niether like nor dislike them","i like composition and literature best","not really","probably","3 14 15","rdd","math training",34378,"no","no","no","no","no","yes","english intensive",25,11,0,"no",5,"yes",10,17,676,5,1
"253",253,677,18,"Female","Asian","Single","psychology, b.a.","Yes","Yes","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","probably","15","rdd","math training",33835,"no","yes","no","no","no","no","english intensive",21,6,0,"no",4,"yes",6,14,677,1,1
"254",254,678,18,"Female","Asian","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","not really","maybe","2 3 14 1","rdd","math training",34036,"no","yes","no","no","no","no","english intensive",22,4,0,"no",5,"yes",6,14,678,2,1
"255",255,679,18,"Female","Hisp","Single","psychology, b.a.","Yes","Yes","No","No","i like them a lot","i like them a little","i like math and statistics best","probably","maybe","2 6 11 14","rdd","math training",34147,"no","no","no","yes","no","no","english intensive",24,3,0,"no",3,"yes",7,10,679,4,1
"256",256,681,18,"Female","Asian","Single","biological sciences, b.s.","Yes","Yes","No","No","i like them a little","i dislike them a lot","i like math/statistics and composition/literature equally well","not really","not likely","2 14 8","rdd","math training",34264,"no","yes","no","no","no","no","math intensive",27,6,0,"no",5,"yes",9,14,681,7,1
"257",257,682,18,"Male","Asian","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","certainly not","maybe","14 2 8","rdd","vocab training",33391,"no","yes","no","no","no","no","english intensive",13,1,31,"yes",0,"no",8,4,682,-7,1
"258",258,683,18,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a lot","i like composition and literature best","certainly not","probably","13 14 15","rdd","math training",33955,"no","no","no","no","no","yes","english intensive",21,5,0,"no",4,"yes",8,8,683,1,1
"259",259,684,18,"Female","White","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i dislike them a little","i like composition and literature best","certainly not","certainly not","2 14 7","rdd","vocab training",33565,"no","no","no","no","no","yes","unknown",18,6,31,"yes",0,"no",8,8,684,-2,0
"260",260,685,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i niether like nor dislike them","i dislike them a lot","i like composition and literature best","certainly not","maybe","2 7 14","rdd","math training",33460,"no","no","no","yes","no","no","english intensive",22,5,0,"no",4,"yes",6,12,685,2,1
"261",261,686,18,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","not likely","2 13 14","rdd","math training",34381,"no","no","no","no","no","yes","english intensive",23,8,0,"no",3,"yes",4,8,686,3,1
"262",262,687,21,"Male","Asian","Single","psychology, b.a.","Yes","No","No","No","i dislike them a lot","i dislike them a lot","i like math/statistics and composition/literature equally well","certainly not","certainly not","14","rdd","vocab training",31720,"no","yes","no","no","no","no","english intensive",16,2,31,"yes",0,"no",5,8,687,-4,1
"263",263,689,21,"Male","Other","Single","psychology, b.a.","Yes","No","Yes","No","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","probably","2 6 13","rdd","math training",33463,"no","no","no","no","no","no","english intensive",28,2,0,"no",3,"yes",4,9,689,8,1
"264",264,690,18,"Female","Asian","Single","psychology, b.a.","Yes","No","No","No","i niether like nor dislike them","i dislike them a lot","i like composition and literature best","certainly not","maybe","14, 13, 10","rdd","math training",33643,"no","yes","no","no","no","no","english intensive",25,7,0,"no",3,"yes",8,11,690,5,1
"265",265,694,18,"Female","Asian","Single","psychology, b.a.","Yes","No","No","No","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","not really","not likely","1 3 14","rdd","math training",34306,"no","yes","no","no","no","no","english intensive",23,8,0,"no",4,"yes",6,10,694,3,1
"266",266,695,19,"Male","White","Single","undecided","Yes","Yes","No","Yes","i like them a little","i niether like nor dislike them","i like composition and literature best","not really","maybe","6 7 13","rdd","math training",33964,"no","no","no","no","no","yes","unknown",24,6,0,"no",5,"yes",5,4,695,4,1
"267",267,696,18,"Female","Asian","Single","management, b.s.","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","maybe","2,9,11","rdd","math training",33967,"no","yes","no","no","no","no","english intensive",22,8,0,"no",3,"yes",6,11,696,2,1
"268",268,698,21,"Female","White","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i dislike them a little","i like composition and literature best","certainly not","defintely","8 14 15","rdd","math training",31537,"no","no","no","no","no","yes","english intensive",27,10,0,"no",0,"yes",11,4,698,7,1
"269",269,702,18,"Female","Hisp","Single","computer science/engineering, b.s. ","Yes","Yes","No","No","i dislike them a little ","i dislike them a little","i like math/statistics and composition/literature equally well","certainly not","certainly not","6 8 15","rdd","math training",34375,"no","no","no","yes","no","no","math intensive",20,5,0,"no",5,"yes",8,16,702,0,1
"270",270,704,18,"Female","Hisp","Single","undecided","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","probably","maybe","8,4,5","rdd","math training",34444,"no","no","no","yes","no","no","unknown",21,8,0,"no",3,"yes",7,9,704,1,1
"271",271,708,18,"Male","Asian","Single","undecided","Yes","No","No","No","i niether like nor dislike them","i niether like nor dislike them","i like math/statistics and composition/literature equally well","certainly not","certainly not","4 10 11","rdd","vocab training",33364,"no","yes","no","no","no","no","unknown",19,13,31,"yes",0,"no",17,11,708,-1,0
"272",272,709,18,"Male","Asian","Single","undecided","Yes","Yes","No","No","i like them a lot","i like them a little","i like math/statistics and composition/literature equally well","probably","probably","3 4 12","rdd","vocab training",33940,"no","yes","no","no","no","no","unknown",19,9,31,"yes",0,"no",13,9,709,-1,0
"273",273,710,18,"Male","White","Single","polical science, b.a. ","Yes","No","No","No","i dislike them a lot","i dislike them a lot","i like math/statistics and composition/literature equally well","certainly not","certainly not","10, 13","rdd","vocab training",34456,"no","no","no","no","no","yes","english intensive",6,4,31,"yes",0,"no",4,3,710,-14,1
"274",274,713,19,"Male","White","Single","polical science, b.a. ","Yes","Yes","No","No","i dislike them a little ","i niether like nor dislike them","i like math and statistics best","certainly not","certainly not","13 10 8","rdd","math training",33700,"no","no","no","no","no","yes","english intensive",25,8,0,"no",5,"yes",9,11,713,5,1
"275",275,715,20,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like composition and literature best","not really","probably","14, 15, 8","rdd","math training",31312,"no","no","no","yes","no","no","english intensive",23,4,0,"no",5,"yes",11,13,715,3,1
"276",276,716,19,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i dislike them a lot","i like them a little","i like math and statistics best","maybe","certainly not","14","rdd","vocab training",32449,"no","no","no","yes","no","no","english intensive",14,9,31,"yes",0,"no",4,6,716,-6,0
"277",277,717,20,"Female","Hisp","Single","congnitive sciences, b.s./b.a.","Yes","No","No","Yes","i niether like nor dislike them","i dislike them a little","i like math/statistics and composition/literature equally well","probably","not likely","2 8 14","rdd","vocab training",33124,"no","no","no","yes","no","no","english intensive",19,8,31,"yes",0,"no",16,12,717,-1,0
"278",278,718,19,"Male","White","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","not likely","1 3 4","rdd","math training",34129,"no","no","no","no","no","yes","math intensive",26,12,0,"no",5,"yes",11,16,718,6,1
"279",279,719,18,"Male","White","Single","psychology, b.a.","Yes","No","No","No","i dislike them a lot","i dislike them a lot","i like math/statistics and composition/literature equally well","certainly not","not likely","2","rdd","math training",33379,"no","no","no","no","no","yes","english intensive",21,8,0,"no",4,"yes",7,12,719,1,1
"280",280,722,19,"Male","Other","Single","congnitive sciences, b.s./b.a.","Yes","No","No","No","i like them a little","i dislike them a little","i like composition and literature best","not really","maybe","3 7 4 11","rdd","vocab training",34249,"no","no","no","no","no","no","english intensive",17,4,31,"yes",0,"no",16,4,722,-3,1
"281",281,730,19,"Male","Asian","Single","psychology, b.a.","Yes","No","No","Yes","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","maybe","maybe","2 8 14 15","rdd","math training",34192,"no","yes","no","no","no","no","english intensive",28,8,0,"no",5,"yes",11,17,730,8,1
"282",282,731,19,"Male","Asian","Single","biological sciences, b.s.","Yes","Yes","No","Yes","i dislike them a little ","i like them a little","i like math and statistics best","probably","not likely","3 5 9","rdd","vocab training",34228,"no","yes","no","no","no","no","math intensive",19,9,31,"yes",0,"no",11,17,731,-1,0
"283",283,732,18,"Female","Hisp","Single","undecided","Yes","No","No","No","i like them a lot","i like them a little","i like composition and literature best","not really","probably","2 6 14","rdd","math training",33931,"no","no","no","yes","no","no","unknown",23,6,0,"no",4,"yes",11,13,732,3,1
"284",284,733,21,"Female","Other","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","certainly not","maybe","8 9 10","rdd","math training",NA,"no","no","no","no","no","no","english intensive",23,4,0,"no",0,"no",0,0,733,3,1
"285",285,736,19,"Female","Hisp","Single","undecided","Yes","No","No","Yes","i niether like nor dislike them","i niether like nor dislike them","i like composition and literature best","not really","maybe","14","rdd","vocab training",34189,"no","no","no","yes","no","no","unknown",13,3,31,"yes",0,"no",1,5,736,-7,1
"286",286,739,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i niether like nor dislike them","i like them a little","i like composition and literature best","not really","not likely","8 10 13","rdd","math training",34441,"no","no","no","yes","no","no","english intensive",21,0,0,"no",3,"yes",4,11,739,1,1
"287",287,740,18,"Female","Asian","Single","undecided","Yes","No","No","No","i dislike them a little ","i like them a little","i like math and statistics best","probably","not likely","2 8 6","rdd","math training",33646,"no","yes","no","no","no","no","unknown",26,4,0,"no",5,"yes",12,16,740,6,1
"288",288,741,19,"Male","White","Single","mechanical engineering, b.s. ","Yes","Yes","Yes","Yes","i dislike them a lot","i like them a lot","i like math and statistics best","not really","certainly not","8 12 14","rdd","vocab training",34384,"no","no","no","no","no","yes","math intensive",12,2,31,"yes",0,"no",3,6,741,-8,1
"289",289,742,19,"Male","Asian","Single","undecided","Yes","No","No","Yes","i dislike them a little ","i like them a lot","i like math and statistics best","not really","certainly not","4 8 14","rdd","vocab training",33961,"no","yes","no","no","no","no","unknown",19,6,31,"yes",0,"no",17,17,742,-1,0
"290",290,743,18,"Male","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","maybe","maybe","2 8 10 12","rdd","vocab training",33838,"no","no","no","yes","no","no","english intensive",16,8,31,"yes",0,"no",9,7,743,-4,0
"291",291,745,18,"Male","Asian","Single","other","Yes","Yes","Yes","Yes","i like them a lot","i like them a lot","i like math and statistics best","definitely","defintely","9","rdd","vocab training",34330,"no","yes","no","no","no","no","unknown",8,5,31,"yes",0,"no",6,2,745,-12,1
"292",292,747,18,"Male","Asian","Single","psychology, b.a.","Yes","Yes","No","No","i dislike them a little ","i like them a little","i like math/statistics and composition/literature equally well","certainly not","certainly not","5 15","rdd","math training",33904,"no","yes","no","no","no","no","english intensive",25,8,0,"no",4,"yes",3,17,747,5,1
"293",293,748,21,"Female","Other","Single","psychology, b.a.","Yes","No","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","not really","maybe","8 9 10","rdd","math training",31927,"no","no","no","no","no","no","english intensive",21,5,0,"no",5,"yes",4,13,748,1,1
"294",294,750,18,"Male","Asian","Single","management, b.s.","Yes","Yes","No","No","i like them a little","i like them a little","i like math/statistics and composition/literature equally well","probably","probably","6 7 12","rdd","math training",33493,"no","yes","no","no","no","no","english intensive",27,14,0,"no",5,"yes",10,18,750,7,1
"295",295,752,21,"Male","White","Single","management, b.s.","Yes","No","No","Yes","i like them a lot","i like them a little","i like composition and literature best","not really","not likely","11 6 12","rdd","math training",33268,"no","no","no","no","no","yes","english intensive",25,9,0,"no",5,"yes",5,17,752,5,1
"296",296,753,18,"Female","Hisp","Single","polical science, b.a. ","Yes","No","Yes","No","i like them a lot","i like them a little","i like math/statistics and composition/literature equally well","certainly not","maybe","13 14 8","rdd","vocab training",NA,"no","no","no","yes","no","no","english intensive",11,5,0,"no",0,"no",0,0,753,-9,1
"297",297,754,18,"Female","Hisp","Single","psychology, b.a.","Yes","No","No","No","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","probably","8, 14, 15","rdd","math training",33388,"no","no","no","yes","no","no","english intensive",20,2,0,"no",4,"yes",7,8,754,0,1
"298",298,755,21,"Male","White","Single","management, b.s.","Yes","Yes","Yes","Yes","i niether like nor dislike them","i dislike them a little","i like math and statistics best","certainly not","not likely","1 7 9 10 1","rdd","math training",34468,"no","no","no","no","no","yes","english intensive",24,8,0,"no",5,"yes",10,17,755,4,1
"299",299,756,18,"Female","Other","Single","congnitive sciences, b.s./b.a.","Yes","No","No","No","i like them a lot","i like them a lot","i like math/statistics and composition/literature equally well","probably","maybe","2 3 7 8","rdd","math training",34222,"no","no","no","no","no","no","english intensive",23,6,0,"no",5,"yes",6,16,756,3,1
"300",300,758,18,"Male","Asian","Single","undecided","Yes","No","No","Yes","i like them a lot","i dislike them a little","i like composition and literature best","not really","probably","2 14 15","rdd","math training",33889,"no","yes","no","no","no","no","unknown",23,11,0,"no",5,"yes",18,15,758,3,1
"301",301,759,19,"Female","Hisp","Single","literatures/cultures, b.a.","Yes","No","Yes","Yes","i like them a lot","i dislike them a lot","i like composition and literature best","certainly not","probably","14 8 3","rdd","math training",34057,"no","no","no","yes","no","no","english intensive",21,7,0,"no",3,"yes",7,8,759,1,1
"302",302,761,21,"Female","Asian","Single","materials sciences/engineering, b.s. ","Yes","Yes","No","Yes","i dislike them a little ","i like them a little","i like math and statistics best","maybe","not likely","2 8 12","rdd","vocab training",34132,"no","yes","no","no","no","no","math intensive",19,13,31,"yes",0,"no",14,18,761,-1,0
"303",303,762,21,"Male","White","Single","mechanical engineering, b.s. ","Yes","Yes","No","Yes","i dislike them a little ","i like them a little","i like math and statistics best","definitely","certainly not","2 12 9","rdd","vocab training",34321,"no","no","no","no","no","yes","math intensive",17,7,31,"yes",0,"no",10,13,762,-3,0
